Time (UTC),Channel1,Channel2,Channel3
5/22/2021 13:46,,38.7,
5/22/2021 13:46,,38.7,37
5/22/2021 13:46,,,37
5/22/2021 13:47,205.9,,
5/22/2021 13:47,205.9,,
5/22/2021 13:47,,37.1,
5/22/2021 13:47,,37.1,35.3
5/22/2021 13:47,,,35.3
5/22/2021 13:48,230,,
5/22/2021 13:48,230,,
5/22/2021 13:48,,36.9,
5/22/2021 13:48,,36.9,35.2
5/22/2021 13:48,,,35.2
5/22/2021 13:49,239.6,,
5/22/2021 13:49,239.6,,
5/22/2021 13:49,,36.9,
5/22/2021 13:49,,36.9,35.3
5/22/2021 13:49,,,35.3
5/22/2021 13:50,242.4,,
5/22/2021 13:50,242.4,,
5/22/2021 13:50,,37.2,
5/22/2021 13:50,,37.2,35.2
5/22/2021 13:50,,,35.2
5/22/2021 13:51,243.1,,
5/22/2021 13:51,243.1,,
5/22/2021 13:51,,37.5,
5/22/2021 13:51,,37.5,35.2
5/22/2021 13:51,,,35.2
5/22/2021 13:52,242.6,,
5/22/2021 13:52,242.6,,
5/22/2021 13:52,,37.9,
5/22/2021 13:52,,37.9,35.6
5/22/2021 13:52,,,35.6
5/22/2021 13:53,241.7,,
5/22/2021 13:53,241.7,,
5/22/2021 13:53,,38.4,
5/22/2021 13:53,,38.4,35.7
5/22/2021 13:53,,,35.7
5/22/2021 13:54,241.4,,
5/22/2021 13:54,241.4,,
5/22/2021 13:54,,39.1,
5/22/2021 13:54,,39.1,36
5/22/2021 13:54,,,36
5/22/2021 13:55,242.1,,
5/22/2021 13:55,242.1,,
5/22/2021 13:55,,39.9,
5/22/2021 13:55,,39.9,36
5/22/2021 13:55,,,36
5/22/2021 13:56,241.9,,
5/22/2021 13:56,241.9,,
5/22/2021 13:56,,40.6,
5/22/2021 13:56,,40.6,36.4
5/22/2021 13:56,,,36.4
5/22/2021 13:57,242.1,,
5/22/2021 13:57,242.1,,
5/22/2021 13:57,,41.4,
5/22/2021 13:57,,41.4,36.7
5/22/2021 13:57,,,36.7
5/22/2021 13:58,240.4,,
5/22/2021 13:58,240.4,,
5/22/2021 13:58,,42.2,
5/22/2021 13:58,,42.2,37.1
5/22/2021 13:58,,,37.1
5/22/2021 13:59,240.2,,
5/22/2021 13:59,240.2,,
5/22/2021 13:59,,43.1,
5/22/2021 13:59,,43.1,37.6
5/22/2021 13:59,,,37.6
5/22/2021 14:00,240.1,,
5/22/2021 14:00,240.1,,
5/22/2021 14:00,,44.1,
5/22/2021 14:00,,44.1,38
5/22/2021 14:00,,,38
5/22/2021 14:01,239.8,,
5/22/2021 14:01,239.8,,
5/22/2021 14:01,,45.1,
5/22/2021 14:01,,45.1,38.5
5/22/2021 14:01,,,38.5
5/22/2021 14:02,239.9,,
5/22/2021 14:02,239.9,,
5/22/2021 14:02,,46,
5/22/2021 14:02,,46,39.2
5/22/2021 14:02,,,39.2
5/22/2021 14:03,240.4,,
5/22/2021 14:03,240.4,,
5/22/2021 14:03,,47.1,
5/22/2021 14:03,,47.1,39.8
5/22/2021 14:03,,,39.8
5/22/2021 14:04,240.8,,
5/22/2021 14:04,240.8,,
5/22/2021 14:04,,48.2,
5/22/2021 14:04,,48.2,40.4
5/22/2021 14:04,,,40.4
5/22/2021 14:05,241.3,,
5/22/2021 14:05,241.3,,
5/22/2021 14:05,,49.4,
5/22/2021 14:05,,49.4,41.1
5/22/2021 14:05,,,41.1
5/22/2021 14:06,241.7,,
5/22/2021 14:06,241.7,,
5/22/2021 14:06,,50.5,
5/22/2021 14:06,,50.5,41.9
5/22/2021 14:06,,,41.9
5/22/2021 14:07,242.3,,
5/22/2021 14:07,242.3,,
5/22/2021 14:07,,51.8,
5/22/2021 14:07,,51.8,42.7
5/22/2021 14:07,,,42.7
5/22/2021 14:08,243.4,,
5/22/2021 14:08,243.4,,
5/22/2021 14:08,,52.9,
5/22/2021 14:08,,52.9,43.4
5/22/2021 14:08,,,43.4
5/22/2021 14:09,242.5,,
5/22/2021 14:09,242.5,,
5/22/2021 14:09,,54.2,
5/22/2021 14:09,,54.2,44.3
5/22/2021 14:09,,,44.3
5/22/2021 14:10,242.1,,
5/22/2021 14:10,242.1,,
5/22/2021 14:10,,55.6,
5/22/2021 14:10,,55.6,45.4
5/22/2021 14:10,,,45.4
5/22/2021 14:11,243.3,,
5/22/2021 14:11,243.3,,
5/22/2021 14:11,,56.8,
5/22/2021 14:11,,56.8,46.1
5/22/2021 14:11,,,46.1
5/22/2021 14:12,244,,
5/22/2021 14:12,244,,
5/22/2021 14:12,,58.2,
5/22/2021 14:12,,58.2,47.1
5/22/2021 14:12,,,47.1
5/22/2021 14:13,244.3,,
5/22/2021 14:13,244.3,,
5/22/2021 14:13,,59.4,
5/22/2021 14:13,,59.4,48.1
5/22/2021 14:13,,,48.1
5/22/2021 14:14,244.7,,
5/22/2021 14:14,244.7,,
5/22/2021 14:14,,60.7,
5/22/2021 14:14,,60.7,49.1
5/22/2021 14:14,,,49.1
5/22/2021 14:15,245.2,,
5/22/2021 14:15,245.2,,
5/22/2021 14:15,,62.1,
5/22/2021 14:15,,62.1,50.2
5/22/2021 14:15,,,50.2
5/22/2021 14:16,244.8,,
5/22/2021 14:16,244.8,,
5/22/2021 14:16,,63.3,
5/22/2021 14:16,,63.3,51.2
5/22/2021 14:16,,,51.2
5/22/2021 14:17,245.3,,
5/22/2021 14:17,245.3,,
5/22/2021 14:17,,64.5,
5/22/2021 14:17,,64.5,52.3
5/22/2021 14:17,,,52.3
5/22/2021 14:18,246.1,,
5/22/2021 14:18,246.1,,
5/22/2021 14:18,,65.6,
5/22/2021 14:18,,65.6,53.3
5/22/2021 14:18,,,53.3
5/22/2021 14:19,247.7,,
5/22/2021 14:19,247.7,,
5/22/2021 14:19,,66.9,
5/22/2021 14:19,,66.9,54.4
5/22/2021 14:19,,,54.4
5/22/2021 14:20,248.1,,
5/22/2021 14:20,248.1,,
5/22/2021 14:20,,68.1,
5/22/2021 14:20,,68.1,55.6
5/22/2021 14:20,,,55.6
5/22/2021 14:21,248.8,,
5/22/2021 14:21,248.8,,
5/22/2021 14:21,,69.2,
5/22/2021 14:21,,69.2,56.7
5/22/2021 14:21,,,56.7
5/22/2021 14:22,249.4,,
5/22/2021 14:22,249.4,,
5/22/2021 14:22,,70.3,
5/22/2021 14:22,,70.3,57.9
5/22/2021 14:22,,,57.9
5/22/2021 14:23,249.8,,
5/22/2021 14:23,249.8,,
5/22/2021 14:23,,71.5,
5/22/2021 14:23,,71.5,59.1
5/22/2021 14:23,,,59.1
5/22/2021 14:24,249.2,,
5/22/2021 14:24,249.2,,
5/22/2021 14:24,,72.6,
5/22/2021 14:24,,72.6,60.3
5/22/2021 14:24,,,60.3
5/22/2021 14:25,248.1,,
5/22/2021 14:25,248.1,,
5/22/2021 14:25,,73.8,
5/22/2021 14:25,,73.8,61.5
5/22/2021 14:25,,,61.5
5/22/2021 14:26,248.5,,
5/22/2021 14:26,248.5,,
5/22/2021 14:26,,74.9,
5/22/2021 14:26,,74.9,62.7
5/22/2021 14:26,,,62.7
5/22/2021 14:27,248.9,,
5/22/2021 14:27,248.9,,
5/22/2021 14:27,,76,
5/22/2021 14:27,,76,63.8
5/22/2021 14:27,,,63.8
5/22/2021 14:28,249.2,,
5/22/2021 14:28,249.2,,
5/22/2021 14:28,,77.1,
5/22/2021 14:28,,77.1,65.1
5/22/2021 14:28,,,65.1
5/22/2021 14:29,249.4,,
5/22/2021 14:29,249.4,,
5/22/2021 14:29,,78.1,
5/22/2021 14:29,,78.1,66.3
5/22/2021 14:29,,,66.3
5/22/2021 14:30,250.4,,
5/22/2021 14:30,250.4,,
5/22/2021 14:30,,79.2,
5/22/2021 14:30,,79.2,67.5
5/22/2021 14:30,,,67.5
5/22/2021 14:31,251,,
5/22/2021 14:31,251,,
5/22/2021 14:31,,80.2,
5/22/2021 14:31,,80.2,68.6
5/22/2021 14:31,,,68.6
5/22/2021 14:32,251.2,,
5/22/2021 14:32,251.2,,
5/22/2021 14:32,,81.2,
5/22/2021 14:32,,81.2,69.8
5/22/2021 14:32,,,69.8
5/22/2021 14:33,250.6,,
5/22/2021 14:33,250.6,,
5/22/2021 14:33,,82.3,
5/22/2021 14:33,,82.3,70.9
5/22/2021 14:33,,,70.9
5/22/2021 14:34,250.4,,
5/22/2021 14:34,250.4,,
5/22/2021 14:34,,83.3,
5/22/2021 14:34,,83.3,72.1
5/22/2021 14:34,,,72.1
5/22/2021 14:35,250.5,,
5/22/2021 14:35,250.5,,
5/22/2021 14:35,,84.3,
5/22/2021 14:35,,84.3,73.3
5/22/2021 14:35,,,73.3
5/22/2021 14:36,250.6,,
5/22/2021 14:36,250.6,,
5/22/2021 14:36,,85.3,
5/22/2021 14:36,,85.3,74.4
5/22/2021 14:36,,,74.4
5/22/2021 14:37,248.9,,
5/22/2021 14:37,248.9,,
5/22/2021 14:37,,86.4,
5/22/2021 14:37,,86.4,75.5
5/22/2021 14:37,,,75.5
5/22/2021 14:38,248.9,,
5/22/2021 14:38,248.9,,
5/22/2021 14:38,,87.4,
5/22/2021 14:38,,87.4,76.6
5/22/2021 14:38,,,76.6
5/22/2021 14:39,249.5,,
5/22/2021 14:39,249.5,,
5/22/2021 14:39,,88.4,
5/22/2021 14:39,,88.4,77.8
5/22/2021 14:39,,,77.8
5/22/2021 14:40,249.7,,
5/22/2021 14:40,249.7,,
5/22/2021 14:40,,89.4,
5/22/2021 14:40,,89.4,78.9
5/22/2021 14:40,,,78.9
5/22/2021 14:41,249.7,,
5/22/2021 14:41,249.7,,
5/22/2021 14:41,,90.5,
5/22/2021 14:41,,90.5,80
5/22/2021 14:41,,,80
5/22/2021 14:42,249.1,,
5/22/2021 14:42,249.1,,
5/22/2021 14:42,,91.5,
5/22/2021 14:42,,91.5,81.1
5/22/2021 14:42,,,81.1
5/22/2021 14:43,248.5,,
5/22/2021 14:43,248.5,,
5/22/2021 14:43,,92.5,
5/22/2021 14:43,,92.5,82.2
5/22/2021 14:43,,,82.2
5/22/2021 14:44,248.5,,
5/22/2021 14:44,248.5,,
5/22/2021 14:44,,93.5,
5/22/2021 14:44,,93.5,83.3
5/22/2021 14:44,,,83.3
5/22/2021 14:45,248.8,,
5/22/2021 14:45,248.8,,
5/22/2021 14:45,,94.5,
5/22/2021 14:45,,94.5,84.4
5/22/2021 14:45,,,84.4
5/22/2021 14:46,249.5,,
5/22/2021 14:46,249.5,,
5/22/2021 14:46,,95.5,
5/22/2021 14:46,,95.5,85.5
5/22/2021 14:46,,,85.5
5/22/2021 14:47,250.2,,
5/22/2021 14:47,250.2,,
5/22/2021 14:47,,96.5,
5/22/2021 14:47,,96.5,86.5
5/22/2021 14:47,,,86.5
5/22/2021 14:48,249.2,,
5/22/2021 14:48,249.2,,
5/22/2021 14:48,,97.4,
5/22/2021 14:48,,97.4,87.6
5/22/2021 14:48,,,87.6
5/22/2021 14:49,248.8,,
5/22/2021 14:49,248.8,,
5/22/2021 14:49,,98.4,
5/22/2021 14:49,,98.4,88.6
5/22/2021 14:49,,,88.6
5/22/2021 14:50,248.6,,
5/22/2021 14:50,248.6,,
5/22/2021 14:50,,99.3,
5/22/2021 14:50,,99.3,89.8
5/22/2021 14:50,,,89.8
5/22/2021 14:51,248.7,,
5/22/2021 14:51,248.7,,
5/22/2021 14:51,,100.2,
5/22/2021 14:51,,100.2,90.8
5/22/2021 14:51,,,90.8
5/22/2021 14:52,248.7,,
5/22/2021 14:52,248.7,,
5/22/2021 14:52,,101.1,
5/22/2021 14:52,,101.1,91.8
5/22/2021 14:52,,,91.8
5/22/2021 14:53,248.5,,
5/22/2021 14:53,248.5,,
5/22/2021 14:53,,102,
5/22/2021 14:53,,102,92.8
5/22/2021 14:53,,,92.8
5/22/2021 14:54,248.7,,
5/22/2021 14:54,248.7,,
5/22/2021 14:54,,102.8,
5/22/2021 14:54,,102.8,93.8
5/22/2021 14:54,,,93.8
5/22/2021 14:55,248.5,,
5/22/2021 14:55,248.5,,
5/22/2021 14:55,,103.7,
5/22/2021 14:55,,103.7,94.8
5/22/2021 14:55,,,94.8
5/22/2021 14:56,248.2,,
5/22/2021 14:56,248.2,,
5/22/2021 14:56,,104.6,
5/22/2021 14:56,,104.6,95.8
5/22/2021 14:56,,,95.8
5/22/2021 14:57,247.8,,
5/22/2021 14:57,247.8,,
5/22/2021 14:57,,105.4,
5/22/2021 14:57,,105.4,96.8
5/22/2021 14:57,,,96.8
5/22/2021 14:58,247,,
5/22/2021 14:58,247,,
5/22/2021 14:58,,106.2,
5/22/2021 14:58,,106.2,97.7
5/22/2021 14:58,,,97.7
5/22/2021 14:59,247.2,,
5/22/2021 14:59,247.2,,
5/22/2021 14:59,,107,
5/22/2021 14:59,,107,98.7
5/22/2021 14:59,,,98.7
5/22/2021 15:00,247.4,,
5/22/2021 15:00,247.4,,
5/22/2021 15:00,,107.8,
5/22/2021 15:00,,107.8,99.5
5/22/2021 15:00,,,99.5
5/22/2021 15:01,248.1,,
5/22/2021 15:01,248.1,,
5/22/2021 15:01,,108.6,
5/22/2021 15:01,,108.6,100.5
5/22/2021 15:01,,,100.5
5/22/2021 15:02,248.5,,
5/22/2021 15:02,248.5,,
5/22/2021 15:02,,109.3,
5/22/2021 15:02,,109.3,101.4
5/22/2021 15:02,,,101.4
5/22/2021 15:03,248.2,,
5/22/2021 15:03,248.2,,
5/22/2021 15:03,,110.1,
5/22/2021 15:03,,110.1,102.2
5/22/2021 15:03,,,102.2
5/22/2021 15:04,248,,
5/22/2021 15:04,248,,
5/22/2021 15:04,,110.9,
5/22/2021 15:04,,110.9,103.1
5/22/2021 15:04,,,103.1
5/22/2021 15:05,247.8,,
5/22/2021 15:05,247.8,,
5/22/2021 15:05,,111.6,
5/22/2021 15:05,,111.6,104
5/22/2021 15:05,,,104
5/22/2021 15:06,247.7,,
5/22/2021 15:06,247.7,,
5/22/2021 15:06,,112.4,
5/22/2021 15:06,,112.4,104.8
5/22/2021 15:06,,,104.8
5/22/2021 15:07,247.5,,
5/22/2021 15:07,247.5,,
5/22/2021 15:07,,113.1,
5/22/2021 15:07,,113.1,105.6
5/22/2021 15:07,,,105.6
5/22/2021 15:08,247.5,,
5/22/2021 15:08,247.5,,
5/22/2021 15:08,,113.8,
5/22/2021 15:08,,113.8,106.4
5/22/2021 15:08,,,106.4
5/22/2021 15:09,248.3,,
5/22/2021 15:09,248.3,,
5/22/2021 15:09,,114.5,
5/22/2021 15:09,,114.5,107.2
5/22/2021 15:09,,,107.2
5/22/2021 15:10,249.7,,
5/22/2021 15:10,249.7,,
5/22/2021 15:10,,115.2,
5/22/2021 15:10,,115.2,108
5/22/2021 15:10,,,108
5/22/2021 15:11,251.7,,
5/22/2021 15:11,251.7,,
5/22/2021 15:11,,115.9,
5/22/2021 15:11,,115.9,108.8
5/22/2021 15:11,,,108.8
5/22/2021 15:12,252.4,,
5/22/2021 15:12,252.4,,
5/22/2021 15:12,,116.5,
5/22/2021 15:12,,116.5,109.5
5/22/2021 15:12,,,109.5
5/22/2021 15:13,252.3,,
5/22/2021 15:13,252.3,,
5/22/2021 15:13,,117.2,
5/22/2021 15:13,,117.2,110.2
5/22/2021 15:13,,,110.2
5/22/2021 15:14,252.5,,
5/22/2021 15:14,252.5,,
5/22/2021 15:14,,117.9,
5/22/2021 15:14,,117.9,111
5/22/2021 15:14,,,111
5/22/2021 15:15,252.5,,
5/22/2021 15:15,252.5,,
5/22/2021 15:15,,118.6,
5/22/2021 15:15,,118.6,111.7
5/22/2021 15:15,,,111.7
5/22/2021 15:16,253.2,,
5/22/2021 15:16,253.2,,
5/22/2021 15:16,,119.3,
5/22/2021 15:16,,119.3,112.4
5/22/2021 15:16,,,112.4
5/22/2021 15:17,254.3,,
5/22/2021 15:17,254.3,,
5/22/2021 15:17,,120,
5/22/2021 15:17,,120,113.1
5/22/2021 15:17,,,113.1
5/22/2021 15:18,254.3,,
5/22/2021 15:18,254.3,,
5/22/2021 15:18,,120.6,
5/22/2021 15:18,,120.6,113.8
5/22/2021 15:18,,,113.8
5/22/2021 15:19,253.6,,
5/22/2021 15:19,253.6,,
5/22/2021 15:19,,121.3,
5/22/2021 15:19,,121.3,114.5
5/22/2021 15:19,,,114.5
5/22/2021 15:20,253.6,,
5/22/2021 15:20,253.6,,
5/22/2021 15:20,,121.9,
5/22/2021 15:20,,121.9,115.1
5/22/2021 15:20,,,115.1
5/22/2021 15:21,255,,
5/22/2021 15:21,255,,
5/22/2021 15:21,,122.5,
5/22/2021 15:21,,122.5,115.8
5/22/2021 15:21,,,115.8
5/22/2021 15:22,256.4,,
5/22/2021 15:22,256.4,,
5/22/2021 15:22,,123.1,
5/22/2021 15:22,,123.1,116.4
5/22/2021 15:22,,,116.4
5/22/2021 15:23,256.7,,
5/22/2021 15:23,256.7,,
5/22/2021 15:23,,123.8,
5/22/2021 15:23,,123.8,117
5/22/2021 15:23,,,117
5/22/2021 15:24,256.4,,
5/22/2021 15:24,256.4,,
5/22/2021 15:24,,124.3,
5/22/2021 15:24,,124.3,117.7
5/22/2021 15:24,,,117.7
5/22/2021 15:25,256.3,,
5/22/2021 15:25,256.3,,
5/22/2021 15:25,,124.9,
5/22/2021 15:25,,124.9,118.2
5/22/2021 15:25,,,118.2
5/22/2021 15:26,256.6,,
5/22/2021 15:26,256.6,,
5/22/2021 15:26,,125.5,
5/22/2021 15:26,,125.5,118.8
5/22/2021 15:26,,,118.8
5/22/2021 15:27,257,,
5/22/2021 15:27,257,,
5/22/2021 15:27,,126.1,
5/22/2021 15:27,,126.1,119.4
5/22/2021 15:27,,,119.4
5/22/2021 15:28,257.1,,
5/22/2021 15:28,257.1,,
5/22/2021 15:28,,126.6,
5/22/2021 15:28,,126.6,120
5/22/2021 15:28,,,120
5/22/2021 15:29,257.9,,
5/22/2021 15:29,257.9,,
5/22/2021 15:29,,127.2,
5/22/2021 15:29,,127.2,120.5
5/22/2021 15:29,,,120.5
5/22/2021 15:30,257.1,,
5/22/2021 15:30,257.1,,
5/22/2021 15:30,,127.7,
5/22/2021 15:30,,127.7,121.1
5/22/2021 15:30,,,121.1
5/22/2021 15:31,258.4,,
5/22/2021 15:31,258.4,,
5/22/2021 15:31,,128.2,
5/22/2021 15:31,,128.2,121.7
5/22/2021 15:31,,,121.7
5/22/2021 15:32,258.1,,
5/22/2021 15:32,258.1,,
5/22/2021 15:32,,128.7,
5/22/2021 15:32,,128.7,122.2
5/22/2021 15:32,,,122.2
5/22/2021 15:33,260.2,,
5/22/2021 15:33,260.2,,
5/22/2021 15:33,,129.2,
5/22/2021 15:33,,129.2,122.7
5/22/2021 15:33,,,122.7
5/22/2021 15:34,261.7,,
5/22/2021 15:34,261.7,,
5/22/2021 15:34,,129.7,
5/22/2021 15:34,,129.7,123.3
5/22/2021 15:34,,,123.3
5/22/2021 15:35,261.3,,
5/22/2021 15:35,261.3,,
5/22/2021 15:35,,130.2,
5/22/2021 15:35,,130.2,123.8
5/22/2021 15:35,,,123.8
5/22/2021 15:36,260.4,,
5/22/2021 15:36,260.4,,
5/22/2021 15:36,,130.7,
5/22/2021 15:36,,130.7,124.3
5/22/2021 15:36,,,124.3
5/22/2021 15:37,259.5,,
5/22/2021 15:37,259.5,,
5/22/2021 15:37,,131.2,
5/22/2021 15:37,,131.2,124.8
5/22/2021 15:37,,,124.8
5/22/2021 15:38,262.2,,
5/22/2021 15:38,262.2,,
5/22/2021 15:38,,131.7,
5/22/2021 15:38,,131.7,125.3
5/22/2021 15:38,,,125.3
5/22/2021 15:39,259.4,,
5/22/2021 15:39,259.4,,
5/22/2021 15:39,,132.2,
5/22/2021 15:39,,132.2,125.8
5/22/2021 15:39,,,125.8
5/22/2021 15:40,262.1,,
5/22/2021 15:40,262.1,,
5/22/2021 15:40,,132.7,
5/22/2021 15:40,,132.7,126.3
5/22/2021 15:40,,,126.3
5/22/2021 15:41,261.1,,
5/22/2021 15:41,261.1,,
5/22/2021 15:41,,133.2,
5/22/2021 15:41,,133.2,126.7
5/22/2021 15:41,,,126.7
5/22/2021 15:42,261,,
5/22/2021 15:42,261,,
5/22/2021 15:42,,133.6,
5/22/2021 15:42,,133.6,127.2
5/22/2021 15:42,,,127.2
5/22/2021 15:43,261.4,,
5/22/2021 15:43,261.4,,
5/22/2021 15:43,,134,
5/22/2021 15:43,,134,127.7
5/22/2021 15:43,,,127.7
5/22/2021 15:44,259.2,,
5/22/2021 15:44,259.2,,
5/22/2021 15:44,,134.4,
5/22/2021 15:44,,134.4,128.2
5/22/2021 15:44,,,128.2
5/22/2021 15:45,258.7,,
5/22/2021 15:45,258.7,,
5/22/2021 15:45,,134.9,
5/22/2021 15:45,,134.9,128.6
5/22/2021 15:45,,,128.6
5/22/2021 15:46,259.2,,
5/22/2021 15:46,259.2,,
5/22/2021 15:46,,135.3,
5/22/2021 15:46,,135.3,129.1
5/22/2021 15:46,,,129.1
5/22/2021 15:47,262.4,,
5/22/2021 15:47,262.4,,
5/22/2021 15:47,,135.7,
5/22/2021 15:47,,135.7,129.5
5/22/2021 15:47,,,129.5
5/22/2021 15:48,263.1,,
5/22/2021 15:48,263.1,,
5/22/2021 15:48,,136.1,
5/22/2021 15:48,,136.1,130
5/22/2021 15:48,,,130
5/22/2021 15:49,260.2,,
5/22/2021 15:49,260.2,,
5/22/2021 15:49,,136.5,
5/22/2021 15:49,,136.5,130.4
5/22/2021 15:49,,,130.4
5/22/2021 15:50,259.5,,
5/22/2021 15:50,259.5,,
5/22/2021 15:50,,136.9,
5/22/2021 15:50,,136.9,130.8
5/22/2021 15:50,,,130.8
5/22/2021 15:51,259.2,,
5/22/2021 15:51,259.2,,
5/22/2021 15:51,,137.3,
5/22/2021 15:51,,137.3,131.2
5/22/2021 15:51,,,131.2
5/22/2021 15:52,263.9,,
5/22/2021 15:52,263.9,,
